序号,省份,年份,月份,年月,供应链环节,产品分类,产品名称,污染物名称_标准化,是否AFB1相关,AFB1识别依据,原始检测数值,初检浓度值,复检浓度值,最终采用浓度值,浓度单位,检测单位是否推断,原始法规限制,法规限量_数值,法规限量_单位,法规限量_比较符号,法规限量_单位是否推断,是否超标,超标倍数,浓度清洗状态,检测数值解析失败原因,法规限量解析状态,法规限量解析失败原因,是否建议人工复核,复核原因
35,不详,2023,7,2023-07,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体；检验项目命中AFB1/黄曲霉变体,89.2μg/kg,89.2,,89.2,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,4.46,已解析并统一单位,,已解析并统一单位,,False,
29,不详,2023,7,2023-07,餐饮,花生仁/炒货坚果,大粒花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
30,不详,2023,7,2023-07,餐饮,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
31,不详,2023,7,2023-07,流通,花生仁/炒货坚果,红花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
32,不详,2023,7,2023-07,流通,花生仁/炒货坚果,白花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
33,不详,2023,7,2023-07,餐饮,花生仁/炒货坚果,花生米（生干籽类）,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
17,不详,2023,7,2023-07,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,62.4µg/kg,62.4,,62.4,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,3.12,已解析并统一单位,,已解析并统一单位,,False,
15,不详,2023,7,2023-07,流通,花生仁/炒货坚果,特级大白沙花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
16,不详,2023,7,2023-07,餐饮,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
17,不详,2023,7,2023-07,餐饮,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
18,不详,2023,7,2023-07,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
19,不详,2023,7,2023-07,流通,花生仁/炒货坚果,红皮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,399µg/kg,399.0,,399.0,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,19.95,已解析并统一单位,,已解析并统一单位,,False,
37,不详,2023,7,2023-07,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
38,不详,2023,7,2023-07,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
39,不详,2023,7,2023-07,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
40,不详,2023,7,2023-07,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
11,不详,2023,7,2023-07,餐饮,花生仁/炒货坚果,花生米（生干籽类）,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
58,不详,2023,7,2023-07,流通,花生仁/炒货坚果,白皮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,55.5µg/kg,55.5,,55.5,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.775,已解析并统一单位,,已解析并统一单位,,False,
46,不详,2023,7,2023-07,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
47,不详,2023,7,2023-07,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
48,不详,2023,7,2023-07,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
49,不详,2023,7,2023-07,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
82,不详,2023,7,2023-07,流通,花生仁/炒货坚果,红皮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,75.1,75.1,,75.1,μg/kg,True,≤20,20.0,μg/kg,≤,True,True,3.755,已解析并统一单位,,已解析并统一单位,,False,
83,不详,2023,7,2023-07,流通,花生仁/炒货坚果,红皮花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,245,245.0,,245.0,μg/kg,True,≤20,20.0,μg/kg,≤,True,True,12.25,已解析并统一单位,,已解析并统一单位,,False,
3,不详,2023,7,2023-07,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,186µg/kg,186.0,,186.0,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,9.3,已解析并统一单位,,已解析并统一单位,,False,
4,不详,2023,7,2023-07,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,186µg/kg,186.0,,186.0,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,9.3,已解析并统一单位,,已解析并统一单位,,False,
38,不详,2023,7,2023-07,餐饮,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,96.0μg/kg,96.0,,96.0,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,4.8,已解析并统一单位,,已解析并统一单位,,False,
62,不详,2023,7,2023-07,流通,花生仁/炒货坚果,红皮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,55.4µg/kg,55.4,,55.4,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.77,已解析并统一单位,,已解析并统一单位,,False,
14,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生仁,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
15,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生仁,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
16,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生仁,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
17,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生仁（红皮花生）,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
18,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
83,不详,2023,8,2023-08,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,186µg/kg,186.0,,186.0,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,9.3,已解析并统一单位,,已解析并统一单位,,False,
99,不详,2023,8,2023-08,流通,花生仁/炒货坚果,白花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,96.2µg/kg,96.2,,96.2,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,4.8100000000000005,已解析并统一单位,,已解析并统一单位,,False,
6,广东,2023,8,2023-08,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
22,不详,2023,8,2023-08,流通,花生仁/炒货坚果,红皮花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,,,,,,False,,,,,False,True,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
1,广东,2023,8,2023-08,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
2,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
3,不详,2023,8,2023-08,餐饮,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
119,不详,2023,8,2023-08,流通,花生仁/炒货坚果,白皮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,145µg/kg,145.0,,145.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,7.25,已解析并统一单位,,已解析并统一单位,,False,
15,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,62.3μg/kg,62.3,,62.3,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,3.1149999999999998,已解析并统一单位,,已解析并统一单位,,False,
7,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生粒,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
8,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生粒,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
9,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
1,不详,2023,8,2023-08,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
2,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
3,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
54,不详,2023,8,2023-08,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,43.8µg/kg,43.8,,43.8,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.19,已解析并统一单位,,已解析并统一单位,,False,
47,不详,2023,8,2023-08,餐饮,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
48,不详,2023,8,2023-08,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
63,不详,2023,8,2023-08,流通,花生仁/炒货坚果,白花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,122ug/kg,122.0,,122.0,μg/kg,False,≤20ug/kg,20.0,μg/kg,≤,False,True,6.1,已解析并统一单位,,已解析并统一单位,,False,
37,不详,2023,9,2023-09,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,50.4µg/kg,50.4,,50.4,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.52,已解析并统一单位,,已解析并统一单位,,False,
28,不详,2023,9,2023-09,流通,花生仁/炒货坚果,红花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,76.3µg/kg,76.3,,76.3,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,3.815,已解析并统一单位,,已解析并统一单位,,False,
33,不详,2023,9,2023-09,流通,花生仁/炒货坚果,生花生仁,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
